Vehicle Type,Pickup Location,Drop Location,Ride Distance
Go Mini,Kaushambi,Yamuna Bank,47.54
Auto,Faridabad Sector 15,Palam Vihar,4.83
Auto,Chhatarpur,Malviya Nagar,null
Premier Sedan,Ardee City,Noida Extension,33.67
Go Sedan,Ashok Park Main,Noida Sector 18,null
Premier Sedan,Rohini East,New Delhi Railway Station,1.85
Bike,Rohini West,Kalkaji,37.38
Go Sedan,Chandni Chowk,Delhi Gate,null
Auto,Ashok Park Main,Kashmere Gate ISBT,25.94
Auto,Yamuna Bank,Vatika Chowk,null
Auto,Rajouri Garden,Subhash Nagar,null
Go Sedan,Mayur Vihar,Preet Vihar,null
Bike,Pulbangash,Ambience Mall,null
Auto,Ardee City,Karol Bagh,41.29
Premier Sedan,Botanical Garden,Hauz Khas,null
Bike,Gwal Pahari,Meerut,26.47
Premier Sedan,Mayur Vihar,Badshahpur,null
Premier Sedan,Hauz Rani,Delhi Gate,20.07
Bike,Indraprastha,Mayur Vihar,null
Premier Sedan,Noida Sector 62,Raj Nagar Extension,null
Go Mini,Pitampura,Qutub Minar,null
Go Sedan,New Colony,Jama Masjid,1.62
eBike,Mundka,Pulbangash,16.37
Auto,Netaji Subhash Place,Huda City Centre,33.75
Go Mini,Paschim Vihar,Central Secretariat,45.68
Bike,Punjabi Bagh,Moti Nagar,12.39
Bike,Hauz Rani,Shastri Nagar,null
Go Sedan,IFFCO Chowk,Chhatarpur,9.72
Bike,Shastri Nagar,MG Road,22.74
Premier Sedan,Saidulajab,ITO,7.27
Auto,Inderlok,Ashok Vihar,19.31
Auto,Tis Hazari,Indirapuram,null
Go Mini,Noida Extension,Gurgaon Sector 56,null
eBike,Rajiv Nagar,Vaishali,22.39
Go Sedan,Chanakyapuri,Sikanderpur,17.68
Premier Sedan,Govindpuri,IFFCO Chowk,19.59
Auto,Ashok Vihar,India Gate,2.53
Auto,Chanakyapuri,Vidhan Sabha,22.22
Go Sedan,Lok Kalyan Marg,Arjangarh,21.09
Bike,Saket,IIT Delhi,16.31
Go Mini,Bhikaji Cama Place,Kashmere Gate,8.34
Bike,Kirti Nagar,Rohini East,null
Auto,Netaji Subhash Place,Gurgaon Sector 56,44.87
Go Mini,Indirapuram,IGNOU Road,null
Go Mini,Meerut,Kaushambi,null
Go Sedan,Ambience Mall,Rajiv Nagar,36.78
Go Sedan,Rohini West,Indirapuram,21.67
Go Sedan,Greater Kailash,South Extension,null
Go Sedan,Vishwavidyalaya,RK Puram,41.03
Go Sedan,Punjabi Bagh,Laxmi Nagar,null
Go Mini,Saket,Noida Sector 18,9.74
Go Mini,AIIMS,Saket,28.87
Auto,Rohini East,Arjangarh,6
Auto,Satguru Ram Singh Marg,Yamuna Bank,12.95
Go Sedan,Adarsh Nagar,Ghaziabad,18.07
Go Sedan,Rohini East,Bhikaji Cama Place,null
Go Sedan,Subhash Nagar,Ramesh Nagar,null
Go Sedan,Narsinghpur,Nehru Place,18.85
Go Sedan,Pragati Maidan,Gurgaon Sector 56,null
Auto,Pitampura,Botanical Garden,null
Go Mini,Gurgaon Railway Station,Jahangirpuri,null
Go Sedan,Saket,Subhash Nagar,10.9
Bike,Civil Lines Gurgaon,Badshahpur,10.6
Go Mini,RK Puram,Sarai Kale Khan,22.17
Go Mini,MG Road,Inderlok,null
Auto,Noida Extension,Laxmi Nagar,null
Bike,Okhla,Khandsa,23.93
Auto,Nirman Vihar,Pragati Maidan,45.91
Go Mini,GTB Nagar,Ambience Mall,null
Go Mini,Hauz Rani,Gurgaon Railway Station,15.18
Premier Sedan,Subhash Nagar,Ghitorni,35.48
Premier Sedan,Janakpuri,Nawada,null
Auto,Tughlakabad,Satguru Ram Singh Marg,null
Premier Sedan,Patel Chowk,Rohini West,null
eBike,RK Puram,Meerut,null
Go Sedan,Pragati Maidan,Ghitorni Village,12.25
eBike,Saket A Block,Indraprastha,28.88
Auto,Okhla,Inderlok,29.54
Go Sedan,Rohini,Gurgaon Railway Station,19.59
eBike,GTB Nagar,Patel Chowk,null
Uber XL,Patel Chowk,Saket,null
Bike,Anand Vihar ISBT,ITO,16.07
Bike,Jhilmil,New Colony,42.73
Bike,Madipur,Pataudi Chowk,48.13
Bike,Laxmi Nagar,Preet Vihar,48.68
Go Sedan,Pulbangash,Nehru Place,null
Premier Sedan,IGNOU Road,Saket,12.38
Auto,Narsinghpur,Manesar,47.56
Go Mini,Mayur Vihar,Kaushambi,12.6
Auto,Rajouri Garden,Central Secretariat,null
Premier Sedan,Punjabi Bagh,Botanical Garden,null
Auto,Karkarduma,Hauz Rani,29.7
Premier Sedan,New Delhi Railway Station,Ardee City,null
Go Sedan,Pragati Maidan,Golf Course Road,20.7
Go Mini,India Gate,Noida Sector 18,9.03
Uber XL,Shastri Park,Badshahpur,39.98
eBike,Peeragarhi,Shahdara,44.25
Auto,Karol Bagh,Satguru Ram Singh Marg,32.34
Go Mini,Chanakyapuri,Karkarduma,null
Auto,Huda City Centre,Rajiv Nagar,null
Go Mini,Ashram,Nirman Vihar,35.92
Bike,Jhilmil,Manesar,41.75
Go Mini,Hauz Khas,Lok Kalyan Marg,null
eBike,Janakpuri,Ashok Vihar,null
Go Sedan,Manesar,Kherki Daula Toll,13.13
Bike,RK Puram,Connaught Place,22.32
Auto,Saket A Block,Huda City Centre,null
Bike,Moti Nagar,Nirman Vihar,null
Go Sedan,Ghitorni Village,Sushant Lok,26.59
Premier Sedan,Khandsa,Lajpat Nagar,44.31
Bike,Dilshad Garden,Preet Vihar,5.79
Auto,Bhiwadi,Moolchand,null
Go Mini,Laxmi Nagar,Karol Bagh,28.56
Bike,Azadpur,Rohini,38.16
Go Sedan,Noida Film City,Kalkaji,45.43
Premier Sedan,Mansarovar Park,Punjabi Bagh,null
Auto,Badarpur,Jor Bagh,37.77
Go Sedan,Rohini,Satguru Ram Singh Marg,null
Go Sedan,Rohini East,Mehrauli,null
Bike,Kaushambi,Saidulajab,18.95
Auto,Vaishali,Punjabi Bagh,43.42
Go Mini,Ghaziabad,Ashok Vihar,41.66
Auto,Rohini,Noida Sector 18,null
Go Mini,Meerut,Ghitorni Village,20.38
Bike,Rajiv Nagar,Malviya Nagar,null
Auto,Jasola,Badarpur,null
eBike,Paschim Vihar,Vaishali,10.41
Go Sedan,Udyog Vihar Phase 4,India Gate,2.56
Auto,GTB Nagar,Akshardham,null
Uber XL,Bahadurgarh,Ashok Park Main,49.58
Go Mini,Vasant Kunj,Indraprastha,35.19
Uber XL,Kaushambi,Chandni Chowk,null
Go Mini,Vinobapuri,Mundka,null
eBike,Subhash Chowk,Central Secretariat,18.99
eBike,Rajiv Chowk,Mansarovar Park,12.63
Auto,Cyber Hub,Bhiwadi,null
Go Mini,Arjangarh,Bhiwadi,23.28
Go Mini,Chanakyapuri,Pulbangash,37.79
Go Mini,Saidulajab,Saket A Block,42.7
Go Mini,Tis Hazari,IFFCO Chowk,12.52
eBike,Kherki Daula Toll,Delhi Gate,17.85
Bike,Mehrauli,Meerut,35.15
Go Sedan,DLF City Court,Arjangarh,38.55
Auto,Khandsa,Rithala,29.1
Go Sedan,Panipat,INA Market,5.49
Auto,Udyog Vihar Phase 4,Kashmere Gate ISBT,10.4
Premier Sedan,Bahadurgarh,Tilak Nagar,15.82
eBike,INA Market,DLF Phase 3,18.79
Go Sedan,Jahangirpuri,Preet Vihar,null
eBike,New Delhi Railway Station,Anand Vihar,null
Auto,Ghaziabad,Mansarovar Park,null
Go Mini,Sohna Road,Pitampura,null
eBike,Kaushambi,Hero Honda Chowk,8.74
Premier Sedan,Welcome,Pragati Maidan,48.97
Go Sedan,Kashmere Gate ISBT,Ashok Park Main,22.41
Bike,Subhash Nagar,Peeragarhi,null
eBike,Vatika Chowk,Anand Vihar ISBT,30.54
eBike,Mundka,Vidhan Sabha,null
Go Sedan,Satguru Ram Singh Marg,Gurgaon Railway Station,null
eBike,Gwal Pahari,Gurgaon Sector 56,null
Premier Sedan,Ghitorni Village,Badshahpur,12
Go Mini,Greater Kailash,Pataudi Chowk,28.92
Premier Sedan,Seelampur,Bhiwadi,47.6
Premier Sedan,Samaypur Badli,Munirka,49.07
Auto,Civil Lines Gurgaon,Jhilmil,null
Auto,Nehru Place,Govindpuri,14.47
Auto,Punjabi Bagh,IGNOU Road,35.2
Auto,Green Park,Palam Vihar,38.84
Bike,Pulbangash,Noida Sector 18,7.73
Bike,Mandi House,Vatika Chowk,7.27
Go Mini,Jahangirpuri,RK Puram,5.72
Go Mini,Moolchand,Faridabad Sector 15,11.23
Bike,Ashram,Rohini East,37.67
Go Sedan,Rajiv Chowk,Cyber Hub,null
Go Sedan,IIT Delhi,ITO,37.63
Bike,Vaishali,Noida Sector 18,null
Go Sedan,Jama Masjid,Khandsa,36.83
Auto,Mandi House,Vishwavidyalaya,2.7
Premier Sedan,Seelampur,Rajiv Nagar,null
Bike,Vinobapuri,Sultanpur,null
Auto,South Extension,Kaushambi,null
Bike,Bhikaji Cama Place,South Extension,null
Auto,Lal Quila,Basai Dhankot,null
Premier Sedan,Vishwavidyalaya,Sikanderpur,null
Bike,Arjangarh,Gurgaon Railway Station,27.05
eBike,Bahadurgarh,Aya Nagar,null
Premier Sedan,Udyog Bhawan,Kherki Daula Toll,null
Bike,Nawada,Vishwavidyalaya,null
Auto,Pragati Maidan,Jahangirpuri,22.4
Go Sedan,Kalkaji,Tagore Garden,3.19
Go Sedan,DLF Phase 3,Saket,49.79
Go Mini,Shastri Nagar,Anand Vihar,16.93
eBike,Saket,Indirapuram,38.03
Auto,Mansarovar Park,Old Gurgaon,3.73
Auto,Shastri Park,Greater Noida,41.66
Go Sedan,Lal Quila,Kalkaji,null
Uber XL,Old Gurgaon,Welcome,null
Auto,Greater Noida,IMT Manesar,null
eBike,Sohna Road,Dilshad Garden,null
Auto,Bhikaji Cama Place,Ardee City,null
Auto,Ambience Mall,Janakpuri,33.23
Go Sedan,DLF City Court,Jama Masjid,null
Auto,Munirka,Ashok Vihar,39.22
Auto,Inderlok,Samaypur Badli,null
Go Mini,Huda City Centre,Kadarpur,null
eBike,Khandsa,Chanakyapuri,2.57
Auto,Anand Vihar ISBT,Uttam Nagar,4.25
Go Mini,Dilshad Garden,Vishwavidyalaya,11.73
Premier Sedan,Noida Film City,Hauz Khas,35.64
Auto,Ashok Park Main,AIIMS,null
Auto,Chhatarpur,Panipat,null
Auto,Ambience Mall,Patel Chowk,41.13
Go Sedan,Saket A Block,Chhatarpur,null
Go Mini,Patel Chowk,Jahangirpuri,22.36
Go Sedan,Akshardham,Govindpuri,null
Go Mini,Cyber Hub,Botanical Garden,39.93
Uber XL,Basai Dhankot,Shivaji Park,12.59
Premier Sedan,Satguru Ram Singh Marg,Badarpur,39.16
Uber XL,Jahangirpuri,Sarai Kale Khan,null
Auto,Barakhamba Road,Kherki Daula Toll,25.05
Auto,Kanhaiya Nagar,Huda City Centre,20.35
Auto,Vidhan Sabha,Pragati Maidan,20
Bike,Vasant Kunj,Welcome,29.28
Auto,Rohini West,Punjabi Bagh,4.4
eBike,Kanhaiya Nagar,Bhikaji Cama Place,10.77
Auto,Botanical Garden,Manesar,null
Auto,Welcome,Malviya Nagar,31.24
Bike,Rajiv Nagar,Lajpat Nagar,null
Bike,Chirag Delhi,Narsinghpur,42.18
eBike,Tughlakabad,Huda City Centre,44.44
Auto,Moolchand,Hero Honda Chowk,15.82
Bike,RK Puram,IIT Delhi,8.73
Bike,Ardee City,Vishwavidyalaya,18.57
Go Mini,RK Puram,Gurgaon Sector 29,8.84
Premier Sedan,Nehru Place,Green Park,11.58
Premier Sedan,Subhash Chowk,Malviya Nagar,38.77
Auto,Central Secretariat,Green Park,48.6
Auto,Mayur Vihar,Peeragarhi,30.32
Go Sedan,Cyber Hub,Udyog Vihar,null
Go Sedan,Dilshad Garden,Peeragarhi,null
eBike,Paharganj,Bhikaji Cama Place,null
Go Mini,Saket A Block,Satguru Ram Singh Marg,13.77
Auto,Lok Kalyan Marg,DLF City Court,2.34
eBike,Tagore Garden,Netaji Subhash Place,null
Auto,Tilak Nagar,Rohini West,null
Premier Sedan,Arjangarh,Model Town,null
eBike,Madipur,Rohini East,null
Bike,Kashmere Gate,Karol Bagh,15.07
Go Sedan,Preet Vihar,Tughlakabad,null
eBike,Welcome,Mundka,12.66
Auto,Lal Quila,Ashok Vihar,33.28
Go Mini,Kashmere Gate,Hauz Khas,36.92
Go Mini,Lok Kalyan Marg,AIIMS,3.09
Auto,Jor Bagh,Rajouri Garden,25.31
Auto,Palam Vihar,Kherki Daula Toll,28.57
Auto,Moti Nagar,Sarojini Nagar,null
Auto,Samaypur Badli,Central Secretariat,49.67
Premier Sedan,MG Road,Civil Lines Gurgaon,35.57
eBike,Panchsheel Park,Cyber Hub,null
Bike,Sarai Kale Khan,MG Road,23.41
Uber XL,Kanhaiya Nagar,Saidulajab,null
eBike,Model Town,Indirapuram,null
Auto,Botanical Garden,Adarsh Nagar,null
eBike,Chhatarpur,Jama Masjid,null
Go Mini,Green Park,Panipat,null
Bike,Khandsa,Govindpuri,35.95
Go Sedan,Maidan Garhi,Old Gurgaon,null
Bike,Okhla,New Colony,null
Go Sedan,IIT Delhi,Azadpur,11.47
Auto,Rajouri Garden,Chandni Chowk,16.71
Premier Sedan,Gurgaon Sector 29,Preet Vihar,null
Bike,Udyog Vihar Phase 4,Preet Vihar,23.78
Go Sedan,Rohini East,Noida Sector 18,44.91
Go Sedan,Lok Kalyan Marg,Noida Extension,46.83
Uber XL,Dilshad Garden,Kashmere Gate,null
Go Sedan,Anand Vihar,Udyog Vihar,null
Go Sedan,Vinobapuri,Rohini East,32.84
Go Sedan,Inderlok,Golf Course Road,8.65
Go Sedan,Huda City Centre,Vidhan Sabha,21.5
Go Mini,Subhash Chowk,Govindpuri,18.84
Premier Sedan,Mansarovar Park,Palam Vihar,21.72
Uber XL,Kashmere Gate,Sonipat,9.08
Auto,Central Secretariat,Sarojini Nagar,9.62
Go Mini,Gurgaon Sector 29,Udyog Vihar,34.23
Go Mini,Bahadurgarh,Jahangirpuri,8.17
Premier Sedan,Nirman Vihar,INA Market,18.21
Go Mini,Sonipat,Kadarpur,10.23
Auto,Moti Nagar,Sohna Road,43.8
Auto,Badshahpur,Akshardham,17.09
Premier Sedan,Paharganj,Pragati Maidan,3.69
Auto,DLF Phase 3,Udyog Vihar,48.68
Bike,INA Market,Palam Vihar,19.91
Auto,Noida Film City,Saket A Block,15.71
Go Sedan,Huda City Centre,Netaji Subhash Place,31.06
Go Sedan,Narsinghpur,Paschim Vihar,null
Go Mini,Chhatarpur,Model Town,null
Auto,Kashmere Gate ISBT,Inderlok,20.73
Go Mini,Vidhan Sabha,Moolchand,26.26
eBike,Kadarpur,Pitampura,12.8
Auto,Munirka,Gwal Pahari,2.06
Bike,Vatika Chowk,Sushant Lok,14.11
Premier Sedan,Ardee City,Rajiv Nagar,null
Auto,Noida Film City,Nawada,null
Bike,Mehrauli,Maidan Garhi,42.03
Go Mini,IFFCO Chowk,Jama Masjid,null
Auto,Gwal Pahari,Kherki Daula Toll,null
Go Sedan,Kashmere Gate,Udyog Vihar,null
Go Sedan,Bahadurgarh,Raj Nagar Extension,null
Auto,Bhikaji Cama Place,Nirman Vihar,null
Bike,IGI Airport,Azadpur,7.59
Bike,Hauz Khas,Maidan Garhi,32.48
Go Mini,Ghitorni Village,Udyog Vihar,13.99
Premier Sedan,Model Town,Saket,null
Premier Sedan,Gurgaon Sector 56,Noida Sector 62,11.45
Bike,Munirka,Arjangarh,27.72
Go Mini,Paharganj,Greater Kailash,49.66
Auto,Inderlok,Old Gurgaon,null
Bike,Civil Lines Gurgaon,Mundka,null
Bike,Sonipat,Lok Kalyan Marg,null
Premier Sedan,Pitampura,Badarpur,null
Premier Sedan,Preet Vihar,Mehrauli,4.07
Auto,Sonipat,Preet Vihar,7.79
Bike,Rohini West,Khandsa,null
Go Mini,Delhi Gate,Punjabi Bagh,25.96
Auto,Chanakyapuri,Raj Nagar Extension,35.14
Go Mini,Botanical Garden,Nirman Vihar,null
Bike,Arjangarh,Jama Masjid,37.41
Premier Sedan,IGI Airport,Hero Honda Chowk,null
Go Sedan,IGNOU Road,Chirag Delhi,11.9
Go Mini,Gurgaon Sector 56,Madipur,null
Go Mini,DLF Phase 3,Raj Nagar Extension,32.99
Premier Sedan,Shastri Nagar,Janakpuri,20.43
Auto,Greater Noida,Badarpur,39.34
Auto,Madipur,Lok Kalyan Marg,38.37
Auto,Paharganj,Saket,5.43
Go Sedan,Subhash Nagar,Vatika Chowk,49.69
Bike,Paschim Vihar,Preet Vihar,20.72
Go Sedan,Greater Noida,Sarai Kale Khan,17.78
Auto,Shahdara,DLF Phase 3,18.24
eBike,Shastri Park,IGNOU Road,45.41
eBike,Mansarovar Park,Ramesh Nagar,2.94
Bike,Pataudi Chowk,RK Puram,27.75
Auto,Govindpuri,Arjangarh,23.84
Auto,Manesar,Uttam Nagar,3.33
Go Sedan,Rohini West,Gurgaon Railway Station,null
Auto,Panchsheel Park,Ghitorni Village,14.84
Go Mini,Lal Quila,Inderlok,17.09
Bike,Tagore Garden,India Gate,null
Go Sedan,Okhla,Civil Lines Gurgaon,13.4
Go Mini,Vidhan Sabha,Saket,null
Premier Sedan,Rohini East,Nehru Place,49.55
Go Sedan,Vasant Kunj,Adarsh Nagar,null
Go Mini,Anand Vihar ISBT,Moolchand,44.51
Auto,IGI Airport,Madipur,3.47
Auto,Madipur,South Extension,18.57
Go Sedan,Rithala,Faridabad Sector 15,47.05
eBike,Connaught Place,Civil Lines Gurgaon,null
Go Mini,Ambience Mall,Maidan Garhi,null
Bike,Uttam Nagar,Ramesh Nagar,4.13
Go Mini,Okhla,Faridabad Sector 15,7.56
Auto,Noida Sector 18,Saidulajab,null
Go Sedan,Kadarpur,Kashmere Gate,10.79
Go Mini,IIT Delhi,Rohini West,25.17
Auto,New Colony,Vidhan Sabha,18.81
Bike,Gwal Pahari,Netaji Subhash Place,14.19
Go Sedan,Cyber Hub,Khan Market,null
eBike,Laxmi Nagar,Ashok Park Main,26.05
Bike,Mehrauli,Kashmere Gate ISBT,20.86
Go Mini,Saidulajab,Central Secretariat,37.77
Go Mini,Raj Nagar Extension,Karkarduma,null
Bike,Botanical Garden,Azadpur,null
Go Mini,Indraprastha,South Extension,39.59
Auto,ITO,Model Town,37.95
Go Mini,Mandi House,Munirka,3.34
Go Mini,Aya Nagar,Sadar Bazar Gurgaon,27.37
Uber XL,Gwal Pahari,Tis Hazari,9.79
Auto,Palam Vihar,Jhilmil,null
Auto,Sikanderpur,IGI Airport,16.88
Auto,Gurgaon Sector 56,Khandsa,42.72
Go Sedan,Ramesh Nagar,Rajouri Garden,null
Go Sedan,New Delhi Railway Station,Hauz Rani,25.54
Bike,Samaypur Badli,Vidhan Sabha,null
Bike,Sonipat,Kadarpur,27.62
Premier Sedan,Huda City Centre,South Extension,35.86
Bike,Adarsh Nagar,Hero Honda Chowk,37.94
Go Sedan,Panipat,Punjabi Bagh,19.67
Go Sedan,Dwarka Mor,Gurgaon Sector 56,4.01
Uber XL,Munirka,Model Town,7.22
Premier Sedan,Rohini East,Jhilmil,null
Auto,Sushant Lok,Karkarduma,22.83
Auto,Pulbangash,Sonipat,12.03
Bike,Paharganj,Rajiv Chowk,48.67
eBike,Vatika Chowk,AIIMS,32.09
Bike,Kaushambi,Ambience Mall,20.04
Auto,Khandsa,Aya Nagar,32.63
Auto,IFFCO Chowk,MG Road,32.16
Premier Sedan,Central Secretariat,Shastri Nagar,10.68
Bike,Uttam Nagar,Janakpuri,4.75
Auto,Ghitorni,India Gate,15.18
Uber XL,Nirman Vihar,Subhash Nagar,7.5
Auto,Sohna Road,Kalkaji,48.31
Auto,Rajiv Nagar,Sultanpur,16.79
Go Mini,Cyber Hub,Kaushambi,null
Auto,Mayur Vihar,Tughlakabad,12.74
Go Sedan,Keshav Puram,Noida Extension,24.77
Go Mini,Uttam Nagar,Moolchand,null
eBike,Civil Lines Gurgaon,Ghaziabad,25.21
Go Mini,Kadarpur,Golf Course Road,34.18
Premier Sedan,Nirman Vihar,Gurgaon Sector 56,34.55
Go Mini,Netaji Subhash Place,Lok Kalyan Marg,31.5
Go Sedan,IGI Airport,Tilak Nagar,13.23
Bike,Inderlok,Ghitorni,28.2
Auto,Pulbangash,Faridabad Sector 15,null
Go Mini,Kaushambi,Patel Chowk,null
Go Sedan,Akshardham,New Delhi Railway Station,null
Bike,Hauz Khas,Greater Kailash,27.95
Go Sedan,Tughlakabad,Qutub Minar,20.68
Bike,Mandi House,Laxmi Nagar,20.53
Go Sedan,Badarpur,Adarsh Nagar,42.36
Go Sedan,Vasant Kunj,Adarsh Nagar,2.95
Premier Sedan,Noida Sector 18,Tis Hazari,43.68
Go Mini,Ambience Mall,Nirman Vihar,11.57
Go Mini,Gwal Pahari,Hero Honda Chowk,null
Go Mini,Tis Hazari,Moti Nagar,11.79
Go Sedan,Kadarpur,Rajouri Garden,null
Auto,Huda City Centre,Welcome,null
Go Sedan,Gurgaon Railway Station,Udyog Vihar Phase 4,5.24
Bike,Old Gurgaon,Kaushambi,7.47
Go Mini,Peeragarhi,Indirapuram,16.97
Go Mini,Sarojini Nagar,GTB Nagar,null
Go Mini,Nehru Place,Maidan Garhi,24.03
Go Mini,Punjabi Bagh,Indraprastha,3.24
Go Mini,Gurgaon Sector 29,Samaypur Badli,null
eBike,Bahadurgarh,Manesar,48.96
Auto,Mundka,Khan Market,null
Go Sedan,Kherki Daula Toll,Connaught Place,39.4
Go Mini,Vaishali,Janakpuri,30.19
eBike,Punjabi Bagh,Civil Lines Gurgaon,null
Go Mini,Pitampura,Aya Nagar,9.16
Bike,Keshav Puram,Noida Sector 62,38.77
Bike,Meerut,Kashmere Gate ISBT,31.07
Premier Sedan,Rajiv Chowk,Paharganj,null
Bike,Janakpuri,Anand Vihar ISBT,46.14
Bike,RK Puram,Noida Sector 62,9.47
Go Sedan,Bahadurgarh,Vishwavidyalaya,14.97
Auto,Nehru Place,Greater Noida,null
Go Mini,Central Secretariat,Saidulajab,3.59
eBike,Gurgaon Sector 29,South Extension,48.14
Go Mini,Moti Nagar,Noida Extension,7.32
eBike,Pataudi Chowk,Jor Bagh,46.26
Premier Sedan,Pragati Maidan,Jhilmil,19.66
eBike,Badarpur,Kashmere Gate,null
Bike,Lajpat Nagar,Sadar Bazar Gurgaon,11.11
Go Mini,Rohini West,Lok Kalyan Marg,4.51
Go Mini,Karol Bagh,IGNOU Road,21.1
Auto,Golf Course Road,Delhi Gate,34.08
eBike,Vinobapuri,Nehru Place,null
Auto,Jahangirpuri,Satguru Ram Singh Marg,2.42
Bike,Saidulajab,Nawada,18.48
Auto,South Extension,Noida Extension,36.76
Go Sedan,Udyog Vihar Phase 4,Botanical Garden,10.85
Bike,Dwarka Mor,Arjangarh,12.8
Go Sedan,Jasola,Raj Nagar Extension,null
Auto,INA Market,IMT Manesar,45.44
Go Mini,Tis Hazari,Pulbangash,null
Auto,Noida Sector 18,Shahdara,36.63
Go Sedan,Paharganj,Mayur Vihar,13.39
Bike,Saket,Preet Vihar,5.39
Uber XL,Indraprastha,Narsinghpur,25.74
Bike,IIT Delhi,Ashram,6.23
eBike,Qutub Minar,Yamuna Bank,null
Go Mini,Noida Extension,Sonipat,33.1
Auto,Khan Market,Netaji Subhash Place,null
Go Sedan,Raj Nagar Extension,Rohini,21.52
Go Sedan,Ashram,Saidulajab,39.59
Go Mini,Nawada,Janakpuri,null
Go Sedan,AIIMS,Basai Dhankot,14.31
Go Sedan,Botanical Garden,Ghitorni Village,11.22
eBike,DLF City Court,Vatika Chowk,9.68
Go Mini,Mansarovar Park,Anand Vihar ISBT,21.24
Go Mini,Indirapuram,Akshardham,7.36
Go Sedan,Old Gurgaon,Ghitorni,21.38
Premier Sedan,Connaught Place,Inderlok,24.23
Go Sedan,Noida Sector 18,New Colony,17.71
Uber XL,Udyog Vihar,Preet Vihar,23.22
Premier Sedan,Subhash Nagar,Vatika Chowk,43.75
Uber XL,Ashok Vihar,Chhatarpur,18.38
Go Sedan,Chandni Chowk,Shastri Nagar,null
Bike,Badarpur,Munirka,36.55
Bike,Saket,Greater Kailash,11.79
Premier Sedan,Chhatarpur,Seelampur,15.81
Bike,Laxmi Nagar,Udyog Vihar Phase 4,48.9
Go Mini,Rohini West,Rithala,11.08
Go Mini,Ashram,Akshardham,null
Go Mini,Lok Kalyan Marg,Rajiv Nagar,null
Go Sedan,Gurgaon Sector 56,Welcome,17.43
Bike,Keshav Puram,Okhla,11.22
Bike,Chirag Delhi,Noida Extension,8.06
eBike,Adarsh Nagar,Punjabi Bagh,31.11
Auto,Rohini,Kirti Nagar,23
Bike,Botanical Garden,Bahadurgarh,33.27
Auto,Janakpuri,Vishwavidyalaya,24.23
Go Sedan,Saidulajab,Bhiwadi,null
Premier Sedan,Punjabi Bagh,Tagore Garden,48.04
Premier Sedan,Adarsh Nagar,Vidhan Sabha,null
Go Mini,IFFCO Chowk,Madipur,44.3
Auto,New Delhi Railway Station,Noida Film City,10.06
Go Sedan,Sohna Road,MG Road,12.45
Auto,DLF City Court,Ambience Mall,null
Go Mini,IFFCO Chowk,Vasant Kunj,5.4
eBike,Green Park,Vatika Chowk,11.05
Premier Sedan,Mayur Vihar,Okhla,null
Go Sedan,Greater Kailash,Shastri Nagar,null
Go Sedan,Gurgaon Sector 56,Moti Nagar,6.58
Go Sedan,Vatika Chowk,Bahadurgarh,31.86
Auto,Jasola,Gurgaon Railway Station,37.69
Premier Sedan,Akshardham,Pulbangash,30.26
Bike,Vatika Chowk,Badshahpur,5.14
Go Mini,Kherki Daula Toll,Dilshad Garden,null
Go Mini,Satguru Ram Singh Marg,Ashok Vihar,null
Bike,Hauz Khas,Jor Bagh,null
Go Sedan,Sonipat,Badshahpur,14.57
Auto,Munirka,Bhiwadi,31.42
Bike,Rajiv Nagar,Anand Vihar ISBT,47.92
Bike,Peeragarhi,Govindpuri,26.21
Go Mini,Gwal Pahari,Noida Sector 18,12.67
Auto,Karkarduma,Kashmere Gate ISBT,47.76
Go Mini,Civil Lines Gurgaon,Sikanderpur,null
Go Mini,Raj Nagar Extension,Moti Nagar,null
Auto,Vishwavidyalaya,Akshardham,45.64
Auto,Madipur,Bhiwadi,null
Go Mini,Pitampura,Kalkaji,null
Bike,Paschim Vihar,Greater Kailash,34.11
Auto,Saket,Gurgaon Sector 56,44.36
Bike,Mayur Vihar,Karol Bagh,33.91
Premier Sedan,Hero Honda Chowk,Golf Course Road,null
eBike,Panipat,Pataudi Chowk,6.06
Auto,Samaypur Badli,Vaishali,null
Go Mini,Patel Chowk,Rajouri Garden,31.13
Bike,Ghaziabad,Ashok Park Main,37.36
Bike,Dwarka Sector 21,Adarsh Nagar,null
Go Sedan,Chandni Chowk,Lajpat Nagar,null
Auto,IMT Manesar,Tilak Nagar,14.24
Go Sedan,Gurgaon Sector 56,Greater Kailash,43.18
Go Sedan,Vasant Kunj,Shahdara,null
Go Mini,Sikanderpur,Moti Nagar,18.45
Go Mini,Rajiv Chowk,Pulbangash,3.38
Go Sedan,Subhash Chowk,Ghaziabad,45.38
Go Mini,Punjabi Bagh,Sonipat,42.81
Go Sedan,Barakhamba Road,INA Market,null
Go Mini,Gwal Pahari,Greater Kailash,null
Premier Sedan,Sikanderpur,Rohini West,30
Auto,Rajouri Garden,Ashok Park Main,null
Auto,Hauz Khas,Welcome,31.82
Bike,Jahangirpuri,Huda City Centre,26.41
Auto,Yamuna Bank,Chanakyapuri,27.63
Auto,Golf Course Road,Badarpur,16.72
Go Sedan,DLF Phase 3,Rajiv Chowk,null
Bike,RK Puram,Seelampur,2.7
Auto,Greater Kailash,Barakhamba Road,19.32
Go Mini,Paschim Vihar,Barakhamba Road,17.46
